epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
134,16057.3,0.99161,0.65629,0.00632,0.92103,0.88389,0.94179,0.6755,1.01265,0.43936,0.00808,0.016833,0.005611,0.016833,0.005611,0.016833,0.005611,0.016833,0.005611
135,16372.2,0.99017,0.65287,0.00623,0.91713,0.88629,0.94187,0.67597,1.01153,0.43881,0.00807,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578
136,16686,0.98983,0.6518,0.00618,0.92131,0.8858,0.94195,0.6762,1.01082,0.43888,0.00806,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
137,17000.2,0.9877,0.64913,0.00617,0.92025,0.88819,0.94248,0.67634,1.01013,0.43852,0.00805,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512
138,17315.5,0.98631,0.65055,0.00619,0.92011,0.88736,0.94198,0.67643,1.00944,0.43953,0.00805,0.016437,0.005479,0.016437,0.005479,0.016437,0.005479,0.016437,0.005479
139,17629.3,0.98584,0.64842,0.00623,0.92132,0.88668,0.94217,0.67665,1.00835,0.43904,0.00804,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
140,17943.9,0.9859,0.64503,0.00617,0.92305,0.88557,0.94252,0.67731,1.00758,0.43853,0.00803,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413
141,18259.2,0.97832,0.64164,0.00614,0.92161,0.88656,0.9427,0.67723,1.00778,0.438,0.00804,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538
142,18573.2,0.98366,0.64831,0.00618,0.92236,0.88638,0.94319,0.67768,1.00679,0.43606,0.00803,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
143,18888.2,0.97923,0.63952,0.00612,0.92389,0.88603,0.94331,0.6781,1.00606,0.43519,0.00801,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314
144,19202.6,0.97343,0.63667,0.00612,0.92396,0.88678,0.94316,0.67868,1.00475,0.43496,0.00801,0.015843,0.005281,0.015843,0.005281,0.015843,0.005281,0.015843,0.005281
145,19515.8,0.97205,0.63351,0.00608,0.92303,0.8868,0.94302,0.67848,1.00408,0.43483,0.00801,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
146,19831.3,0.96951,0.63043,0.00607,0.92275,0.88689,0.94267,0.67914,1.00338,0.4353,0.008,0.015645,0.005215,0.015645,0.005215,0.015645,0.005215,0.015645,0.005215
147,20146.3,0.97131,0.63228,0.00606,0.92232,0.88756,0.94285,0.67956,1.00256,0.43469,0.00799,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182
148,20459.8,0.96831,0.63394,0.00607,0.92514,0.88539,0.94308,0.68001,1.00153,0.43299,0.00799,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
149,20773.7,0.9696,0.62148,0.00602,0.92587,0.88577,0.94321,0.68059,1.00043,0.43349,0.00797,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116
150,21088.7,0.96988,0.62584,0.00605,0.92469,0.88599,0.94312,0.68138,0.99912,0.43462,0.00796,0.015249,0.005083,0.015249,0.005083,0.015249,0.005083,0.015249,0.005083
151,21402.2,0.9628,0.62969,0.00601,0.92314,0.88672,0.94339,0.6816,0.99851,0.43422,0.00796,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
152,21716.5,0.96312,0.62056,0.00598,0.92031,0.88855,0.9435,0.68176,0.99806,0.43284,0.00795,0.015051,0.005017,0.015051,0.005017,0.015051,0.005017,0.015051,0.005017
153,22030.9,0.95686,0.61899,0.00592,0.92214,0.8873,0.94347,0.68191,0.99708,0.43349,0.00794,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984
154,22346.1,0.9579,0.61877,0.00596,0.92097,0.89053,0.94352,0.68247,0.99585,0.43233,0.00793,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
155,22660.4,0.9603,0.62606,0.00596,0.92133,0.89017,0.94384,0.68273,0.99522,0.43213,0.00793,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918
156,22975.5,0.95868,0.62026,0.00593,0.92175,0.89079,0.94433,0.68322,0.99366,0.4328,0.00791,0.014655,0.004885,0.014655,0.004885,0.014655,0.004885,0.014655,0.004885
157,23290.1,0.9547,0.62199,0.00593,0.92314,0.89135,0.94438,0.68348,0.99254,0.43252,0.0079,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
158,23604.4,0.95431,0.61654,0.00589,0.92378,0.88939,0.94448,0.68365,0.99065,0.43274,0.00788,0.014457,0.004819,0.014457,0.004819,0.014457,0.004819,0.014457,0.004819
159,23919.8,0.95705,0.61645,0.0059,0.92194,0.89248,0.94449,0.6841,0.9899,0.43186,0.00787,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786
160,24234.3,0.95266,0.6154,0.00593,0.9222,0.89319,0.94453,0.68441,0.98897,0.43148,0.00787,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
161,24547.3,0.95248,0.60905,0.00592,0.92053,0.89131,0.94446,0.68478,0.98825,0.4309,0.00786,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472
162,24861.8,0.95187,0.61963,0.00587,0.92239,0.892,0.9449,0.68514,0.98739,0.43039,0.00784,0.014061,0.004687,0.014061,0.004687,0.014061,0.004687,0.014061,0.004687
163,25176.7,0.94944,0.60879,0.00583,0.92148,0.89362,0.94495,0.68573,0.98688,0.43043,0.00784,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
164,25490.5,0.94432,0.61239,0.00585,0.92004,0.89347,0.94517,0.6861,0.98621,0.43016,0.00782,0.013863,0.004621,0.013863,0.004621,0.013863,0.004621,0.013863,0.004621
165,25804.5,0.94737,0.60794,0.00583,0.92321,0.89174,0.94597,0.6865,0.98507,0.43049,0.00781,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588
166,26119.9,0.94587,0.60468,0.00583,0.92419,0.891,0.94605,0.6869,0.98442,0.42901,0.0078,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
167,26434.2,0.9448,0.60442,0.0058,0.92471,0.89159,0.94585,0.68728,0.98355,0.42826,0.0078,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522
168,26750,0.94796,0.60097,0.00583,0.92051,0.89426,0.94566,0.68752,0.98267,0.42754,0.00779,0.013467,0.004489,0.013467,0.004489,0.013467,0.004489,0.013467,0.004489
169,27064.4,0.93991,0.5971,0.00581,0.92206,0.89277,0.9456,0.68774,0.98195,0.4285,0.00778,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
170,27380.1,0.93736,0.60006,0.00573,0.9203,0.89175,0.94549,0.68753,0.98108,0.42882,0.00778,0.013269,0.004423,0.013269,0.004423,0.013269,0.004423,0.013269,0.004423
171,27694.8,0.93357,0.60268,0.00579,0.9139,0.8972,0.94535,0.68772,0.98041,0.4297,0.00777,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439
172,28009,0.92925,0.59704,0.00579,0.92064,0.89241,0.94568,0.68844,0.97985,0.42836,0.00776,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
173,28323.8,0.93621,0.59655,0.00576,0.92005,0.89359,0.94562,0.68884,0.979,0.4286,0.00776,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324
174,28638.1,0.92812,0.5956,0.00573,0.91529,0.89674,0.94567,0.68931,0.97881,0.4277,0.00776,0.012873,0.004291,0.012873,0.004291,0.012873,0.004291,0.012873,0.004291
175,28953.5,0.93102,0.5966,0.0057,0.92115,0.8918,0.94547,0.68922,0.97812,0.42932,0.00775,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
176,29268,0.92844,0.59332,0.00573,0.91711,0.89556,0.94534,0.68921,0.97776,0.43058,0.00774,0.012675,0.004225,0.012675,0.004225,0.012675,0.004225,0.012675,0.004225
177,29582.3,0.92743,0.59776,0.0057,0.91957,0.89267,0.94562,0.6894,0.97763,0.42996,0.00774,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192
178,29895.8,0.91964,0.58458,0.00571,0.92114,0.89215,0.94588,0.68987,0.97684,0.42849,0.00773,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
179,30210.7,0.92378,0.58974,0.00571,0.91905,0.89443,0.94601,0.69028,0.97595,0.42815,0.00772,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126
180,30525.1,0.91663,0.5818,0.00571,0.9181,0.89615,0.94615,0.69037,0.97535,0.42885,0.00772,0.012279,0.004093,0.012279,0.004093,0.012279,0.004093,0.012279,0.004093
181,30838.8,0.92038,0.5873,0.00566,0.92132,0.89548,0.94631,0.6909,0.97434,0.42907,0.0077,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
182,31153.8,0.91424,0.57557,0.00565,0.9199,0.89488,0.94625,0.69113,0.97378,0.42908,0.0077,0.012081,0.004027,0.012081,0.004027,0.012081,0.004027,0.012081,0.004027
183,31468.6,0.9137,0.5837,0.00562,0.92145,0.89469,0.94683,0.69175,0.97309,0.42825,0.00769,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994
184,31783.2,0.91321,0.57686,0.00561,0.92175,0.89361,0.9471,0.69232,0.97207,0.42808,0.00768,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
185,32098.8,0.90719,0.57352,0.00557,0.9249,0.89278,0.94731,0.69237,0.97093,0.42732,0.00767,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928
186,32414.1,0.9103,0.57764,0.00556,0.92266,0.8964,0.947,0.6925,0.97078,0.42542,0.00767,0.011685,0.003895,0.011685,0.003895,0.011685,0.003895,0.011685,0.003895
187,32727.5,0.91027,0.5772,0.00555,0.92466,0.89536,0.94723,0.69307,0.97005,0.42444,0.00767,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
188,33042.3,0.9079,0.57426,0.00553,0.92768,0.89623,0.94773,0.6939,0.96941,0.42222,0.00766,0.011487,0.003829,0.011487,0.003829,0.011487,0.003829,0.011487,0.003829
189,33357.4,0.90261,0.5655,0.00555,0.92346,0.89793,0.94784,0.69421,0.96899,0.42152,0.00766,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796
190,33671,0.90451,0.56656,0.00554,0.92651,0.89652,0.94815,0.69455,0.96825,0.4209,0.00766,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
191,33984.9,0.89849,0.5698,0.00552,0.9268,0.89675,0.94833,0.69511,0.9681,0.42005,0.00766,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373
192,34299.6,0.89959,0.5623,0.00547,0.92932,0.89508,0.94823,0.69534,0.96716,0.42061,0.00766,0.011091,0.003697,0.011091,0.003697,0.011091,0.003697,0.011091,0.003697
193,34614.1,0.89446,0.56234,0.00548,0.92961,0.89446,0.94845,0.69621,0.96653,0.41945,0.00765,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
194,34928,0.89473,0.55787,0.00547,0.93042,0.89348,0.94867,0.69672,0.96579,0.41834,0.00764,0.010893,0.003631,0.010893,0.003631,0.010893,0.003631,0.010893,0.003631
195,35242.6,0.89222,0.55512,0.00541,0.93144,0.8933,0.94872,0.6971,0.96499,0.41837,0.00764,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598
196,35556.8,0.89083,0.5616,0.00545,0.9307,0.89489,0.94881,0.69762,0.96449,0.41757,0.00764,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
197,35870.3,0.89582,0.56123,0.00537,0.93131,0.8931,0.94875,0.69797,0.96374,0.41857,0.00763,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532
198,36185.9,0.88569,0.54971,0.00538,0.93117,0.89575,0.94899,0.69831,0.96258,0.41873,0.0076,0.010497,0.003499,0.010497,0.003499,0.010497,0.003499,0.010497,0.003499
199,36500.2,0.88243,0.55468,0.00542,0.93111,0.89598,0.9486,0.69827,0.96165,0.41817,0.0076,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
200,36814.8,0.88269,0.55245,0.00537,0.92999,0.89619,0.94878,0.69882,0.96067,0.41799,0.00759,0.010299,0.003433,0.010299,0.003433,0.010299,0.003433,0.010299,0.003433
201,37129.2,0.88232,0.55485,0.00535,0.92574,0.89785,0.94859,0.69871,0.96043,0.41812,0.00759,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034
202,37444.2,0.87944,0.5425,0.00532,0.93364,0.89389,0.94866,0.69909,0.96029,0.41675,0.0076,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
203,37757.7,0.87938,0.5508,0.00531,0.93489,0.89461,0.94876,0.69928,0.95978,0.41717,0.00759,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334
204,38073.7,0.87545,0.54533,0.00531,0.93058,0.89572,0.94866,0.69918,0.95885,0.41798,0.00759,0.009903,0.003301,0.009903,0.003301,0.009903,0.003301,0.009903,0.003301
205,38388.4,0.87275,0.54361,0.0053,0.92978,0.89681,0.94884,0.70001,0.95858,0.41777,0.00758,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
206,38702.3,0.87262,0.54319,0.00525,0.93295,0.89411,0.94876,0.70011,0.95737,0.41849,0.00756,0.009705,0.003235,0.009705,0.003235,0.009705,0.003235,0.009705,0.003235
207,39016.6,0.86617,0.53437,0.00523,0.93125,0.8967,0.94887,0.70043,0.95683,0.41746,0.00756,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202
208,39330.8,0.86413,0.53831,0.00524,0.93182,0.89539,0.94907,0.70108,0.95609,0.41724,0.00756,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
209,39645,0.86349,0.53717,0.00521,0.92611,0.89948,0.94938,0.70173,0.95514,0.41783,0.00756,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136
210,39958.9,0.85826,0.53224,0.0052,0.92804,0.89928,0.94951,0.70227,0.95537,0.41663,0.00756,0.009309,0.003103,0.009309,0.003103,0.009309,0.003103,0.009309,0.003103
211,40273.4,0.86088,0.53459,0.00516,0.92653,0.90057,0.9496,0.70217,0.95456,0.4161,0.00755,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
212,40588,0.85893,0.52845,0.00518,0.92464,0.90222,0.94966,0.70276,0.954,0.41639,0.00755,0.009111,0.003037,0.009111,0.003037,0.009111,0.003037,0.009111,0.003037
213,40901.6,0.85789,0.52742,0.00514,0.92501,0.90189,0.95005,0.70333,0.9538,0.41665,0.00754,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004
214,41216.7,0.85824,0.52469,0.0051,0.92606,0.90018,0.95024,0.70338,0.95358,0.41598,0.00755,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
215,41531.2,0.85211,0.52764,0.00517,0.92648,0.9013,0.94991,0.70382,0.95291,0.41535,0.00754,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938
216,41845.1,0.85154,0.52694,0.00514,0.92653,0.90175,0.95001,0.70415,0.95223,0.41441,0.00754,0.008715,0.002905,0.008715,0.002905,0.008715,0.002905,0.008715,0.002905
217,42160.1,0.85164,0.52049,0.00509,0.93192,0.89596,0.95008,0.7041,0.9515,0.4154,0.00753,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
218,42475.9,0.84934,0.51782,0.00512,0.93121,0.89645,0.95011,0.70438,0.95097,0.4151,0.00752,0.008517,0.002839,0.008517,0.002839,0.008517,0.002839,0.008517,0.002839
219,42791.2,0.84589,0.51872,0.00507,0.92971,0.89819,0.95027,0.7044,0.95032,0.41573,0.00752,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806
220,43105.8,0.84368,0.51255,0.00504,0.93041,0.89893,0.95047,0.70509,0.94972,0.41465,0.00751,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
221,43420.4,0.84222,0.51336,0.00503,0.93188,0.90059,0.95066,0.70559,0.94932,0.41463,0.00751,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274
222,43735.1,0.83621,0.515,0.005,0.93035,0.902,0.95091,0.70593,0.94822,0.41465,0.0075,0.008121,0.002707,0.008121,0.002707,0.008121,0.002707,0.008121,0.002707
223,44049.6,0.83913,0.51531,0.00502,0.93055,0.90047,0.95081,0.70578,0.94777,0.41644,0.00749,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
224,44363.7,0.83751,0.51327,0.00499,0.92763,0.9039,0.95115,0.70604,0.94763,0.41522,0.00749,0.007923,0.002641,0.007923,0.002641,0.007923,0.002641,0.007923,0.002641
225,44679.1,0.83164,0.50692,0.00494,0.93213,0.89902,0.95122,0.7064,0.94726,0.415,0.00749,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608
226,44993.3,0.83073,0.50586,0.00499,0.93014,0.89889,0.95106,0.70659,0.94701,0.41506,0.00749,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
227,45309.4,0.83115,0.5075,0.00496,0.9278,0.90312,0.95106,0.70712,0.94617,0.41506,0.00748,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542
228,45626,0.83096,0.50648,0.00496,0.93089,0.89878,0.95073,0.70701,0.94557,0.41418,0.00748,0.007527,0.002509,0.007527,0.002509,0.007527,0.002509,0.007527,0.002509
229,45940.1,0.83008,0.505,0.00492,0.92969,0.90042,0.95064,0.70727,0.94454,0.41472,0.00747,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
230,46255.7,0.8241,0.50338,0.00492,0.93322,0.89722,0.95052,0.70737,0.94346,0.41659,0.00746,0.007329,0.002443,0.007329,0.002443,0.007329,0.002443,0.007329,0.002443
231,46571.6,0.82085,0.49937,0.00491,0.93082,0.90016,0.95048,0.70771,0.94283,0.41626,0.00745,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241
232,46885.3,0.82105,0.49239,0.00487,0.9372,0.89323,0.9505,0.70815,0.94191,0.41625,0.00744,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
233,47200.3,0.81892,0.49629,0.00488,0.93554,0.89404,0.95041,0.70841,0.94126,0.41606,0.00743,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344
234,47516.4,0.81516,0.49264,0.00482,0.93127,0.89913,0.95017,0.70883,0.94054,0.41627,0.00743,0.006933,0.002311,0.006933,0.002311,0.006933,0.002311,0.006933,0.002311
235,47829.8,0.81373,0.49269,0.00484,0.9299,0.90111,0.95033,0.70955,0.93927,0.41607,0.00742,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
236,48144.3,0.81272,0.49141,0.00482,0.93099,0.89978,0.9503,0.71014,0.93862,0.41611,0.00741,0.006735,0.002245,0.006735,0.002245,0.006735,0.002245,0.006735,0.002245
237,48459.7,0.81002,0.49084,0.00481,0.92964,0.89898,0.9503,0.71066,0.93718,0.41702,0.0074,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212
238,48773.8,0.81003,0.48763,0.00477,0.92886,0.90085,0.95034,0.711,0.93688,0.4163,0.0074,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
239,49089.4,0.80482,0.48583,0.00478,0.92886,0.90037,0.9504,0.71167,0.93597,0.41642,0.0074,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146
240,49404.8,0.79927,0.48085,0.00473,0.92802,0.90272,0.95032,0.71189,0.93525,0.41602,0.00739,0.006339,0.002113,0.006339,0.002113,0.006339,0.002113,0.006339,0.002113
241,49719.2,0.79749,0.48044,0.00475,0.92976,0.90093,0.95046,0.71206,0.93444,0.41582,0.00737,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
242,50035.4,0.80043,0.48003,0.00469,0.92544,0.90397,0.95027,0.71262,0.93348,0.41589,0.00736,0.006141,0.002047,0.006141,0.002047,0.006141,0.002047,0.006141,0.002047
243,50354.3,0.79611,0.4791,0.00471,0.92465,0.90376,0.95028,0.71309,0.93313,0.41579,0.00735,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014
244,50673.1,0.79517,0.47675,0.00469,0.92379,0.90621,0.95044,0.71349,0.93254,0.41543,0.00734,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
245,50987.7,0.79114,0.47042,0.00464,0.92949,0.90137,0.95043,0.71363,0.93153,0.4162,0.00733,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948
246,51302.8,0.78933,0.47346,0.00467,0.92864,0.90588,0.9504,0.71401,0.93065,0.41572,0.00732,0.005745,0.001915,0.005745,0.001915,0.005745,0.001915,0.005745,0.001915
247,51617.6,0.79009,0.4741,0.00463,0.92648,0.90561,0.95033,0.71436,0.9297,0.41619,0.00732,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
248,51932.9,0.78843,0.47368,0.00461,0.92793,0.90379,0.95041,0.71454,0.9288,0.41501,0.00731,0.005547,0.001849,0.005547,0.001849,0.005547,0.001849,0.005547,0.001849
249,52248.9,0.7878,0.47661,0.00463,0.93026,0.90523,0.95052,0.71507,0.92835,0.41505,0.0073,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816
250,52562.7,0.78343,0.4733,0.00462,0.92874,0.90469,0.95042,0.71523,0.92793,0.41529,0.0073,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
251,52878.4,0.78073,0.46654,0.00456,0.92953,0.90501,0.95056,0.71587,0.92684,0.41609,0.00729,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175
252,53195.7,0.78038,0.4623,0.00453,0.92941,0.90595,0.95055,0.71613,0.92612,0.41512,0.00728,0.005151,0.001717,0.005151,0.001717,0.005151,0.001717,0.005151,0.001717
253,53511.1,0.77726,0.46371,0.00453,0.93066,0.90338,0.95037,0.71603,0.92585,0.41566,0.00728,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
254,53825.6,0.77293,0.45786,0.00456,0.92959,0.90219,0.95042,0.71642,0.92474,0.41629,0.00727,0.004953,0.001651,0.004953,0.001651,0.004953,0.001651,0.004953,0.001651
255,54141.1,0.77148,0.45864,0.00454,0.93072,0.90171,0.95085,0.71706,0.92405,0.41505,0.00727,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618
256,54456.8,0.76896,0.4559,0.00451,0.931,0.90337,0.95106,0.71764,0.92343,0.41446,0.00727,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
257,54771.1,0.76853,0.45514,0.00448,0.92952,0.90355,0.95099,0.71738,0.92242,0.41549,0.00726,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552
258,55085.3,0.76416,0.45073,0.00443,0.92801,0.90669,0.95099,0.71754,0.92188,0.41459,0.00725,0.004557,0.001519,0.004557,0.001519,0.004557,0.001519,0.004557,0.001519
259,55399.8,0.76181,0.45193,0.00446,0.9299,0.90247,0.95103,0.71787,0.92126,0.41431,0.00724,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
260,327.712,0.75892,0.44752,0.0044,0.9287,0.90419,0.95111,0.71794,0.92165,0.41545,0.00724,0.004359,0.001453,0.004359,0.001453,0.004359,0.001453,0.004359,0.001453
261,649.895,0.76302,0.44432,0.00443,0.92973,0.90371,0.95107,0.71764,0.92145,0.41471,0.00723,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142
262,970.665,0.7636,0.44761,0.00444,0.92916,0.90518,0.95114,0.71795,0.92097,0.41535,0.00723,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
263,1291.46,0.76499,0.44852,0.00444,0.93062,0.90556,0.95138,0.71801,0.92072,0.41437,0.00723,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354
264,1620.5,0.76173,0.4467,0.00442,0.93176,0.90563,0.95144,0.71835,0.92055,0.41363,0.00722,0.003963,0.001321,0.003963,0.001321,0.003963,0.001321,0.003963,0.001321
265,1942.63,0.76256,0.4435,0.00442,0.93048,0.90507,0.95125,0.71848,0.92001,0.41487,0.00722,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
266,2267,0.7542,0.44256,0.00439,0.93099,0.90509,0.95108,0.71847,0.91963,0.41408,0.00722,0.003765,0.001255,0.003765,0.001255,0.003765,0.001255,0.003765,0.001255
267,2596.78,0.75318,0.43635,0.00438,0.93234,0.90509,0.95122,0.71857,0.9191,0.41341,0.00721,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222
268,2916.93,0.75612,0.44216,0.00438,0.93298,0.90406,0.9512,0.71905,0.91873,0.41405,0.0072,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
269,3242.68,0.75529,0.44303,0.00436,0.93417,0.90374,0.95113,0.7192,0.91854,0.41281,0.0072,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156
270,3566.54,0.75376,0.43915,0.00433,0.93319,0.90417,0.9512,0.71909,0.91858,0.41225,0.00721,0.003369,0.001123,0.003369,0.001123,0.003369,0.001123,0.003369,0.001123
271,3885.71,0.74828,0.435,0.00435,0.93395,0.90419,0.95114,0.71909,0.91826,0.41221,0.0072,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
272,4207.47,0.75057,0.4349,0.00434,0.93442,0.90595,0.95116,0.71931,0.91836,0.41083,0.00721,0.003171,0.001057,0.003171,0.001057,0.003171,0.001057,0.003171,0.001057
273,4529.88,0.74567,0.43453,0.00432,0.93522,0.90527,0.95136,0.71951,0.91783,0.41144,0.0072,0.003072,0.001024,0.003072,0.001024,0.003072,0.001024,0.003072,0.001024
274,4855.24,0.74312,0.43451,0.00428,0.93402,0.90719,0.95147,0.71943,0.91775,0.41191,0.0072,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
275,5178.82,0.74539,0.43521,0.00425,0.93424,0.90668,0.95164,0.71956,0.91745,0.41186,0.00719,0.002874,0.000958,0.002874,0.000958,0.002874,0.000958,0.002874,0.000958
276,5500.32,0.73794,0.42902,0.00425,0.93447,0.90684,0.95168,0.71986,0.91755,0.41224,0.0072,0.002775,0.000925,0.002775,0.000925,0.002775,0.000925,0.002775,0.000925
