epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
135,16848.8,1.17839,0.81377,0.01314,0.90872,0.84209,0.91153,0.64087,1.10811,0.60876,0.01697,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578
136,16964.6,1.17311,0.82016,0.01305,0.90704,0.84217,0.91116,0.64095,1.10814,0.61022,0.01697,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
137,17082.6,1.17935,0.80576,0.01308,0.90365,0.84394,0.91057,0.6412,1.10814,0.61106,0.01697,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512
138,17198.6,1.16794,0.82434,0.01299,0.9083,0.83867,0.90981,0.64021,1.10727,0.61405,0.01697,0.016437,0.005479,0.016437,0.005479,0.016437,0.005479,0.016437,0.005479
139,17316.8,1.16267,0.80482,0.01308,0.90805,0.84046,0.90916,0.6406,1.10797,0.61225,0.01698,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
140,17432.4,1.1675,0.80288,0.01301,0.9025,0.84066,0.90902,0.63996,1.10748,0.61629,0.01696,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413
141,17551,1.16572,0.80363,0.01293,0.90126,0.8392,0.9082,0.63921,1.10729,0.61776,0.01697,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538
142,17668.2,1.16486,0.80522,0.01312,0.90282,0.83829,0.90828,0.63979,1.10713,0.61593,0.01697,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
143,17786.6,1.16333,0.79119,0.01298,0.89928,0.84199,0.90821,0.63927,1.10801,0.61355,0.01699,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314
144,17902.8,1.16459,0.79137,0.01301,0.89848,0.84354,0.9088,0.63887,1.10855,0.61501,0.017,0.015843,0.005281,0.015843,0.005281,0.015843,0.005281,0.015843,0.005281
145,18021.6,1.16182,0.79495,0.01284,0.89859,0.83954,0.90868,0.63891,1.108,0.61779,0.01699,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
146,18136.8,1.14671,0.78272,0.01286,0.90122,0.83779,0.90907,0.63854,1.10731,0.6197,0.01698,0.015645,0.005215,0.015645,0.005215,0.015645,0.005215,0.015645,0.005215
147,18256,1.15994,0.78538,0.01291,0.90704,0.83945,0.90924,0.63922,1.10827,0.61662,0.01701,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182
148,18372.7,1.15614,0.78065,0.01274,0.8999,0.84152,0.90899,0.6384,1.10632,0.62361,0.01697,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
149,18490.6,1.14976,0.7902,0.01285,0.9,0.84215,0.90963,0.63931,1.10622,0.61947,0.01697,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116
150,18607.3,1.14464,0.78181,0.0126,0.89402,0.84496,0.90941,0.64034,1.10631,0.62049,0.01696,0.015249,0.005083,0.015249,0.005083,0.015249,0.005083,0.015249,0.005083
151,18725.1,1.15439,0.78359,0.01296,0.89324,0.84556,0.90881,0.63954,1.10501,0.62301,0.01695,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
152,18841.9,1.14468,0.77809,0.01276,0.89094,0.84919,0.90992,0.63952,1.10473,0.62435,0.01692,0.015051,0.005017,0.015051,0.005017,0.015051,0.005017,0.015051,0.005017
153,18959.7,1.14337,0.77661,0.01278,0.90187,0.84191,0.9092,0.6395,1.10521,0.62324,0.01693,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984
154,19076.3,1.13807,0.76917,0.01265,0.89503,0.8432,0.90873,0.63848,1.10464,0.62541,0.01691,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
155,19194.7,1.14393,0.7773,0.01261,0.89057,0.84812,0.90847,0.63907,1.10476,0.6225,0.01694,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918
156,19310.9,1.13319,0.77239,0.01265,0.89655,0.84751,0.90872,0.63971,1.10671,0.61565,0.01697,0.014655,0.004885,0.014655,0.004885,0.014655,0.004885,0.014655,0.004885
157,19429.6,1.14255,0.78009,0.01257,0.89523,0.84657,0.90885,0.64002,1.10789,0.6136,0.017,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
158,19546.5,1.15496,0.78272,0.01289,0.89503,0.84655,0.90882,0.64027,1.10804,0.61392,0.01701,0.014457,0.004819,0.014457,0.004819,0.014457,0.004819,0.014457,0.004819
159,19664.6,1.15181,0.77003,0.01278,0.89707,0.84563,0.90917,0.63934,1.10822,0.61395,0.01701,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786
160,19780.6,1.13967,0.76684,0.01266,0.89679,0.84871,0.90976,0.63919,1.10854,0.61368,0.01701,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
161,19899.2,1.13125,0.75619,0.01259,0.89727,0.84773,0.90963,0.6393,1.11004,0.61033,0.01704,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472
162,20015.8,1.14331,0.75791,0.01251,0.89769,0.84897,0.9097,0.6389,1.10982,0.61034,0.01703,0.014061,0.004687,0.014061,0.004687,0.014061,0.004687,0.014061,0.004687
163,20133.7,1.12403,0.75472,0.01245,0.89639,0.84643,0.9092,0.63885,1.1096,0.61133,0.01704,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
164,20250.7,1.13057,0.76167,0.01254,0.89881,0.84649,0.90869,0.63889,1.11067,0.60853,0.01704,0.013863,0.004621,0.013863,0.004621,0.013863,0.004621,0.013863,0.004621
165,20368,1.12996,0.76839,0.01265,0.89598,0.84586,0.90892,0.63955,1.10994,0.61066,0.01702,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588
166,20485.4,1.12028,0.77033,0.01245,0.89751,0.84653,0.90888,0.63941,1.11024,0.61229,0.01703,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
167,20602.5,1.12814,0.76129,0.01254,0.89375,0.84674,0.90846,0.6391,1.11084,0.60999,0.01702,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522
168,20719.9,1.12399,0.757,0.01247,0.89466,0.84813,0.90884,0.63874,1.11141,0.60863,0.01703,0.013467,0.004489,0.013467,0.004489,0.013467,0.004489,0.013467,0.004489
169,20836.7,1.10793,0.74244,0.01239,0.8938,0.84635,0.9081,0.63837,1.11151,0.60956,0.01703,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
170,20954.4,1.12174,0.74501,0.01248,0.89526,0.84766,0.90869,0.63938,1.11174,0.60843,0.01703,0.013269,0.004423,0.013269,0.004423,0.013269,0.004423,0.013269,0.004423
171,21070.6,1.11646,0.75009,0.01252,0.89531,0.84717,0.90883,0.63954,1.11179,0.607,0.01705,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439
172,21188.1,1.11085,0.74213,0.01239,0.89579,0.84583,0.90836,0.63895,1.11162,0.60726,0.01704,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
173,21303.9,1.1181,0.73748,0.01252,0.89888,0.84558,0.90791,0.63787,1.11098,0.60934,0.01704,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324
174,21421.9,1.11009,0.73368,0.01244,0.8996,0.84747,0.90823,0.63796,1.11085,0.61101,0.01704,0.012873,0.004291,0.012873,0.004291,0.012873,0.004291,0.012873,0.004291
175,21537.7,1.10911,0.72936,0.01231,0.89759,0.84817,0.90821,0.63859,1.11194,0.60722,0.01705,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
176,21655.8,1.11066,0.73596,0.0123,0.89744,0.84662,0.90801,0.63828,1.11162,0.60802,0.01704,0.012675,0.004225,0.012675,0.004225,0.012675,0.004225,0.012675,0.004225
177,21771.3,1.11018,0.7286,0.01218,0.8978,0.84829,0.90858,0.63872,1.11139,0.60769,0.01703,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192
178,21890.1,1.10322,0.7345,0.01222,0.89882,0.84622,0.9087,0.6384,1.1104,0.60979,0.01702,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
179,22005.9,1.09539,0.72055,0.01211,0.89519,0.85024,0.90876,0.63856,1.11005,0.61275,0.01699,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126
180,22124.8,1.09678,0.73195,0.01219,0.89558,0.85049,0.90919,0.63932,1.11038,0.61084,0.017,0.012279,0.004093,0.012279,0.004093,0.012279,0.004093,0.012279,0.004093
181,22240.2,1.10028,0.73439,0.01222,0.89528,0.85007,0.90978,0.63991,1.11119,0.60889,0.01702,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
182,22358.2,1.09798,0.72805,0.01201,0.89721,0.84927,0.90956,0.63909,1.11032,0.61003,0.01699,0.012081,0.004027,0.012081,0.004027,0.012081,0.004027,0.012081,0.004027
183,22474.4,1.08675,0.72759,0.01209,0.89506,0.84965,0.90883,0.63854,1.10981,0.61233,0.01698,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994
184,22592.8,1.09285,0.71038,0.01214,0.8946,0.85068,0.90879,0.63881,1.10996,0.61128,0.01697,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
185,22708.4,1.08846,0.71415,0.01207,0.89216,0.84942,0.90826,0.63885,1.11017,0.61151,0.01698,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928
186,22826.4,1.09185,0.72095,0.01225,0.89217,0.85005,0.9082,0.63887,1.10908,0.61363,0.01696,0.011685,0.003895,0.011685,0.003895,0.011685,0.003895,0.011685,0.003895
187,22942.3,1.09095,0.71446,0.01207,0.89241,0.85,0.90811,0.63854,1.10874,0.6149,0.01695,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
188,23060.7,1.09414,0.70994,0.01196,0.89176,0.84921,0.90797,0.63824,1.10877,0.61555,0.01696,0.011487,0.003829,0.011487,0.003829,0.011487,0.003829,0.011487,0.003829
189,23176.8,1.08162,0.70776,0.01195,0.90092,0.84143,0.9081,0.63845,1.10949,0.61563,0.01695,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796
190,23295.5,1.08184,0.70841,0.01192,0.90422,0.83895,0.90829,0.63859,1.10953,0.61542,0.01696,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
191,23411.8,1.0767,0.71348,0.01184,0.90309,0.83914,0.90783,0.63827,1.10993,0.61558,0.01699,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373
192,23529.6,1.08277,0.71486,0.01193,0.90386,0.84017,0.90803,0.6382,1.11089,0.61601,0.017,0.011091,0.003697,0.011091,0.003697,0.011091,0.003697,0.011091,0.003697
193,23646.2,1.07393,0.70833,0.01191,0.9169,0.83032,0.90819,0.63769,1.11095,0.61532,0.017,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
194,23764.1,1.07573,0.69954,0.01191,0.90392,0.84178,0.90809,0.63758,1.11033,0.61758,0.01699,0.010893,0.003631,0.010893,0.003631,0.010893,0.003631,0.010893,0.003631
195,23880.5,1.08426,0.71124,0.01195,0.90285,0.84244,0.90831,0.63807,1.10987,0.61856,0.01697,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598
196,23998.3,1.07678,0.69506,0.01167,0.91142,0.83429,0.90837,0.63831,1.10955,0.62021,0.01698,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
197,24114.5,1.07514,0.69555,0.01187,0.90949,0.83386,0.90834,0.63826,1.10973,0.62169,0.01698,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532
198,24232.5,1.07001,0.6919,0.01194,0.90553,0.83735,0.90841,0.63828,1.11059,0.62168,0.01699,0.010497,0.003499,0.010497,0.003499,0.010497,0.003499,0.010497,0.003499
199,24348.9,1.07093,0.69035,0.01181,0.91021,0.83589,0.90848,0.6382,1.11014,0.62235,0.017,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
200,24466.6,1.06234,0.68655,0.01177,0.91027,0.83579,0.90843,0.63806,1.11062,0.62238,0.017,0.010299,0.003433,0.010299,0.003433,0.010299,0.003433,0.010299,0.003433
201,24583,1.06396,0.69686,0.01177,0.90857,0.83699,0.90853,0.63772,1.11086,0.62278,0.01701,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034
202,24700.6,1.06523,0.6747,0.01172,0.90098,0.84318,0.90816,0.63795,1.11167,0.622,0.01702,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
203,24817.7,1.07114,0.68966,0.0117,0.89913,0.84455,0.9083,0.63851,1.11229,0.62057,0.01703,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334
204,24935.3,1.06879,0.69064,0.01175,0.89952,0.84541,0.90914,0.63912,1.1124,0.62009,0.01704,0.009903,0.003301,0.009903,0.003301,0.009903,0.003301,0.009903,0.003301
205,25052.7,1.055,0.67509,0.01166,0.89822,0.84668,0.90941,0.63877,1.11341,0.61938,0.01705,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
206,25169.5,1.06893,0.68418,0.01168,0.89957,0.84496,0.90955,0.63868,1.1135,0.61928,0.01706,0.009705,0.003235,0.009705,0.003235,0.009705,0.003235,0.009705,0.003235
207,25286.6,1.05257,0.68024,0.01153,0.89831,0.84367,0.90966,0.63848,1.11319,0.62061,0.01705,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202
208,25403.6,1.05226,0.67226,0.01142,0.9015,0.84262,0.90955,0.63814,1.11402,0.62163,0.01707,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
209,25520.9,1.04698,0.68034,0.01148,0.90404,0.84318,0.90936,0.63811,1.11506,0.62005,0.01709,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136
210,25638,1.04451,0.66874,0.01137,0.90265,0.84214,0.90928,0.63803,1.11513,0.61997,0.01709,0.009309,0.003103,0.009309,0.003103,0.009309,0.003103,0.009309,0.003103
211,25755.2,1.05115,0.67773,0.01151,0.89824,0.84546,0.90841,0.63731,1.11517,0.62185,0.01708,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
212,25872,1.04174,0.66691,0.01148,0.91623,0.83013,0.90841,0.63712,1.11536,0.62274,0.01707,0.009111,0.003037,0.009111,0.003037,0.009111,0.003037,0.009111,0.003037
213,25989.5,1.04671,0.66687,0.01139,0.91228,0.83275,0.90834,0.63712,1.11595,0.62306,0.0171,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004
214,26105.7,1.04685,0.66674,0.01148,0.91299,0.83307,0.90871,0.63719,1.11551,0.62285,0.0171,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
215,26223.2,1.04801,0.66612,0.01154,0.90643,0.83984,0.909,0.63769,1.11616,0.61995,0.0171,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938
216,26338.9,1.04466,0.66384,0.0114,0.91858,0.83074,0.90903,0.63816,1.11658,0.61982,0.01711,0.008715,0.002905,0.008715,0.002905,0.008715,0.002905,0.008715,0.002905
217,26457,1.04496,0.65727,0.01146,0.91627,0.83075,0.90899,0.63842,1.11714,0.61966,0.01711,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
218,26572.4,1.03175,0.65352,0.01127,0.89846,0.84531,0.90897,0.63782,1.11656,0.62228,0.0171,0.008517,0.002839,0.008517,0.002839,0.008517,0.002839,0.008517,0.002839
219,26690.8,1.0401,0.66402,0.01138,0.90451,0.84107,0.90909,0.63791,1.11694,0.62063,0.0171,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806
220,26806.9,1.03439,0.65575,0.01119,0.90553,0.83902,0.90926,0.63801,1.11713,0.62059,0.0171,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
221,26926.4,1.03074,0.65584,0.01124,0.91334,0.83333,0.90905,0.63776,1.11811,0.62088,0.01711,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274
222,27043.5,1.02116,0.6525,0.01109,0.91235,0.83279,0.90843,0.6371,1.11844,0.6228,0.01712,0.008121,0.002707,0.008121,0.002707,0.008121,0.002707,0.008121,0.002707
223,27162.1,1.03203,0.65613,0.01135,0.91257,0.83172,0.90824,0.63762,1.11764,0.62367,0.01712,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
224,27278.5,1.02371,0.65,0.01109,0.91438,0.83097,0.90831,0.63785,1.11796,0.62392,0.01712,0.007923,0.002641,0.007923,0.002641,0.007923,0.002641,0.007923,0.002641
225,27396.9,1.01628,0.64808,0.01108,0.91767,0.82576,0.90757,0.63729,1.11812,0.62502,0.01711,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608
226,27512.4,1.00976,0.63456,0.01099,0.91981,0.8262,0.90775,0.63795,1.11875,0.62346,0.01714,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
227,27631.1,1.01365,0.64787,0.0111,0.92407,0.82282,0.90782,0.63751,1.11884,0.62305,0.01716,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542
228,27746.7,1.01786,0.65028,0.01114,0.92452,0.82203,0.90768,0.63721,1.12005,0.62202,0.01717,0.007527,0.002509,0.007527,0.002509,0.007527,0.002509,0.007527,0.002509
229,27864.7,1.01321,0.64453,0.01107,0.91717,0.82913,0.90745,0.63731,1.1207,0.62107,0.01718,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
230,27980.5,1.00556,0.65095,0.01104,0.91988,0.82767,0.90752,0.63717,1.12204,0.62089,0.01721,0.007329,0.002443,0.007329,0.002443,0.007329,0.002443,0.007329,0.002443
231,28098.8,1.01488,0.63945,0.01111,0.91887,0.82831,0.90781,0.63771,1.12224,0.62131,0.01723,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241
232,28215.4,1.00834,0.64116,0.01097,0.91835,0.82951,0.90786,0.63766,1.12235,0.62233,0.01723,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
233,28333.9,1.01092,0.63902,0.01101,0.91656,0.83015,0.90763,0.63803,1.12323,0.62251,0.01725,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344
234,28449.3,1.00672,0.63127,0.01077,0.91967,0.82832,0.90754,0.63762,1.12391,0.62262,0.01726,0.006933,0.002311,0.006933,0.002311,0.006933,0.002311,0.006933,0.002311
235,28568.2,1.00472,0.6295,0.01093,0.92327,0.82696,0.90722,0.63755,1.12478,0.62313,0.01727,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
236,28684.7,0.99207,0.62559,0.01083,0.92257,0.82604,0.90739,0.63762,1.12532,0.62286,0.01728,0.006735,0.002245,0.006735,0.002245,0.006735,0.002245,0.006735,0.002245
237,28802.3,0.99904,0.62876,0.01075,0.92337,0.82645,0.90733,0.63782,1.12562,0.62319,0.01729,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212
